gender,name,year,count,cnt_prev,share,share_prev,share_next,yoy,spike
female,윤하,2022,198.0,277.0,15.759939507302903,21.144715347857286,16.517526457841992,0.7435787293503887,0.7435787293503887
female,율,2022,319.0,341.0,25.39101365065467,26.03013694447413,21.54089790636095,0.9735766995669296,0.9735766995669296
female,은별,2022,121.0,145.0,9.631074143351773,11.068533304835041,12.260432009944571,0.8662180414716726,0.7823506222666785
female,은빈,2022,92.0,62.0,7.322800175110439,4.732752171722569,10.81301989765945,1.531085013855744,0.6741035406451029
female,은서,2022,536.0,545.0,42.663270585426034,41.60241828369033,43.507505257511646,1.0242687542137625,0.9794700209114617
female,은솔,2022,158.0,150.0,12.576113344211405,11.450206867070731,12.856425232650212,1.0935554020529303,0.9744071745286065
female,은우,2022,144.0,176.0,11.461774187129382,13.434909390696324,9.70617534120612,0.8499704265745553,0.8499704265745553
female,은유,2022,225.0,239.0,17.90902216738966,18.24399627486603,13.707844122229696,0.9789562596552355,0.9789562596552355
female,은율,2022,108.0,96.0,8.596330640347038,7.328132394925269,7.7479118951733055,1.1651092959865637,1.1023887876532603
female,은재,2022,118.0,102.0,9.39228718111991,7.7861406696080975,10.642736119743553,1.198585831613158,0.8783801522771673
female,은채,2022,335.0,306.0,26.664544115891275,23.358422008824295,36.69615414087577,1.1391004530693916,0.7256417641330828
female,은하,2022,238.0,189.0,18.943765670394395,14.427260652509121,19.83806012720198,1.308518657299381,0.9525195292669081
female,이나,2022,585.0,528.0,46.56345763521311,40.30472817208898,53.72453193246545,1.1538538293864251,0.8659016817420446
female,이담,2022,228.0,166.0,18.14780912962152,12.671562266224944,13.96326978910354,1.4265393471211445,1.2950445829375898
female,이랑,2022,105.0,56.0,8.357543678115176,4.274743897039739,9.365607785374326,1.9324944729873748,0.8876265737297716
female,이레,2022,103.0,105.0,8.1983523699606,8.015144806949513,8.0884794510051,1.016516450255959,1.007356769690941
female,이서,2022,2338.0,2048.0,186.09463923269792,156.33349109173906,157.93820401699432,1.1899890323047553,1.1779021123164377
female,이설,2022,98.0,68.0,7.800374099574164,5.190760446405398,10.21702667495381,1.4884050090334482,0.7597500568108007
female,이솔,2022,430.0,316.0,34.226131253233575,24.121769133295675,50.65942392997931,1.4159547472298337,0.674946165834851
female,이솜,2022,158.0,140.0,12.576113344211405,10.68685974259935,12.941567121608161,1.1713027501248499,0.9680212730683002
female,이수,2022,107.0,105.0,8.51673498626975,8.015144806949513,10.557594230785604,1.0559928172561903,0.8028903444998193
female,이안,2022,372.0,309.0,29.609583316750907,23.587426146165708,25.542566687384525,1.2526568304711112,1.1569602876661258
female,이엘,2022,112.0,101.0,8.914713256656187,7.709805957160959,11.494155009323036,1.1488319818654034,0.7722274388603309
female,이은,2022,136.0,82.0,10.825008954511084,6.259446420665333,8.343905117878945,1.7156828401071649,1.2896272715132207
female,이진,2022,203.0,102.0,16.157917777689338,7.7861406696080975,19.752918238244032,2.0619739306565346,0.8159361960342112
female,이현,2022,603.0,353.0,47.99617940860429,26.946153493839788,59.2587547147321,1.7778895582126715,0.8092596049176902
female,인아,2022,115.0,78.0,9.153500218888048,5.95410757087678,10.046742897037914,1.5245396773514772,0.9065795090784587
female,재아,2022,134.0,122.0,10.665817646356508,9.31283491855086,8.939898340584584,1.1391654065398513,1.1391654065398513
female,재이,2022,697.0,722.0,55.478170891869304,55.11366238683379,60.96159249389107,1.0057013710008962,0.909305406139402
female,재희,2022,92.0,100.0,7.322800175110439,7.633471244713822,7.577628117257409,0.9530588378460423,0.9530588378460423
female,정원,2022,165.0,192.0,13.133282922752418,14.656264789850537,12.090148232028676,0.8930400146076721,0.8930400146076721
female,제나,2022,110.0,88.0,8.755521948501611,6.717454695348162,10.472452341827656,1.293768830771784,0.8320799813649576
female,제니,2022,222.0,209.0,17.670235205157798,15.953954901451887,12.941567121608161,1.1041167832555405,1.1041167832555405
